uID,AdID,BoxID,AE,RE,AA,PI,AccX kurtosis,AccX mean,AccX num_of_peaks,AccX slope,AccX spec_phs_F1oF23,AccX spec_phs_F2oF13,AccX spec_phs_F3oF12,AccX spec_pow_F1oF23,AccX spec_pow_F2oF13,AccX spec_pow_F3oF12,AccX std,AccX total_var,EDA kurtosis,EDA mean,EDA num_of_peaks,EDA slope,EDA spec_phs_F1oF23,EDA spec_phs_F2oF13,EDA spec_phs_F3oF12,EDA spec_pow_F1oF23,EDA spec_pow_F2oF13,EDA spec_pow_F3oF12,EDA std,EDA total_var,HR kurtosis,HR mean,HR num_of_peaks,HR slope,HR spec_phs_F1oF23,HR spec_phs_F2oF13,HR spec_phs_F3oF12,HR spec_pow_F1oF23,HR spec_pow_F2oF13,HR spec_pow_F3oF12,HR std,HR total_var,SC kurtosis,SC mean,SC num_of_peaks,SC slope,SC spec_phs_F1oF23,SC spec_phs_F2oF13,SC spec_phs_F3oF12,SC spec_pow_F1oF23,SC spec_pow_F2oF13,SC spec_pow_F3oF12,SC std,SC total_var,Temp kurtosis,Temp mean,Temp num_of_peaks,Temp slope,Temp spec_phs_F1oF23,Temp spec_phs_F2oF13,Temp spec_phs_F3oF12,Temp spec_pow_F1oF23,Temp spec_pow_F2oF13,Temp spec_pow_F3oF12,Temp std,Temp total_var,diameter kurtosis,diameter mean,diameter num_of_peaks,diameter slope,diameter spec_phs_F1oF23,diameter spec_phs_F2oF13,diameter spec_phs_F3oF12,diameter spec_pow_F1oF23,diameter spec_pow_F2oF13,diameter spec_pow_F3oF12,diameter std,diameter total_var
56,2,2,1.392,4.462,3.077,4.31,-0.679391024,-23.76093327,0,-3.98E-18,-98.22887064,-0.003873779,-0.006355516,1,1,1.61E-34,4.745842369,2.27E-12,-1.045002189,0.769991721,1,-0.000927935,-1,0,-1,1,0.99998855,2.86E-06,0.260507595,0.049550845,-1.069797767,74.31789717,1,0.028587023,-674.7528957,0.001303548,-0.002778334,1.00552116,0.980572565,0.0035405,3.343745463,1.014445847,-1.187603898,3.541188376,1,-0.013588392,-226.9198875,0,-0.004406842,1.000311024,0.997739692,0.000488211,0.626889688,0.62586257,0.439604022,32.64043292,0,-0.002780525,-61.07807277,-0.008208463,-0.008299156,1.000005022,0.999987079,1.97E-06,0.258688418,0.088108395,-1.779168628,4.72515522,6,-0.04550153,-2.165858345,-0.272257466,-0.325975135,1.000024096,0.999897401,1.96E-05,1.19429754,3.980127095
57,2,1,1.573,4.212,3.051,4.318,-1.435076572,-32.39797885,5,0.102523264,-6860.019345,-8.28E-06,-0.000137495,1.067892921,0.842473009,0.027044997,8.855450004,22.02838588,-1.284931661,1.261538081,1,0.005841476,-1,,-1,1,0.999368922,0.000157844,0.335473181,0.463960461,-1.145538492,86.39049957,0,0,-150.5889885,0.008555051,-0.014940852,1,1,2.33E-33,4.914465318,0,-1.0167577,2.572642126,2,0.009150669,-726.9599132,0,-0.001375592,1.000328019,0.999045887,0.000156675,0.605826985,0.637167976,-1.004200577,32.70286527,0,0.000837552,-172.3978646,-0.002943541,-0.002873865,1.00000029,0.999999253,1.14E-07,0.872073609,0.025805249,-1.524031178,5.345756805,5,-0.03478649,-2.198148497,-0.260265389,-0.325593357,1.000023668,0.999899159,1.93E-05,0.940217529,4.04272209
58,2,3,1.37,4.234,2.733,3.89,-1.493122114,-28.75532511,7,0.001554551,-360.9015609,0.000974109,-0.003737676,1.000000062,0.999999806,3.32E-08,22.69592776,0.453003559,-0.980450584,0.814715376,13,-5.90E-12,-1,0,-1,1,1,3.10E-22,0.471652985,9.20E-10,-0.852033994,96.60176941,0,0,-561.6666667,-0.000297177,-0.00148412,1,1,3.32E-34,12.40727021,0,-0.736721348,3.842397411,1,0.009924252,-781.1641813,0,-0.001280141,1.000298221,0.999396386,7.64E-05,0.46655255,0.548094728,-0.341649077,32.07393225,0,-9.24E-08,-87.99702089,-0.008151533,-0.003265422,1,1,2.10E-15,0.621289588,7.28E-06,-1.547633889,4.418592444,3,-0.012297851,-2.301788213,-0.224620765,-0.323630872,1.000000184,0.999999219,1.49E-07,0.925308039,2.487962514
60,2,2,1.252,4.083,3.077,4.119,-1.435971709,-39.62292481,8,5.44E-05,186.8648626,0.005673402,-0.00031832,1.000003427,0.99999641,4.06E-08,12.75066469,0.600155082,-0.636767563,0.485587873,0,-0.00162432,-1,0,-1,1,0.999973098,6.73E-06,0.214056352,0.04907002,-1.180053494,84.99420085,22,-0.100112921,-49.24590535,-0.011810772,-0.008698879,1.009604079,0.968191687,0.005723622,4.006073588,2.792209433,,,,,,,,,,,,,,,,,,,,,,,,,-1.515180864,4.859712,4,-0.025907809,-2.156874924,-0.274669585,-0.3269237,1.000012943,0.999945025,1.05E-05,0.98848095,4.257939416
1,3,1,2.981,3.829,1.464,1,-1.244873295,-32.26481691,85,-2.81E-18,57.73673858,0.00954423,0.00762888,1,1,4.75E-34,4.430776246,5.29E-12,-1.194408353,1.2424549,1,-0.003075152,-1,0,-1,1,0.99986081,3.48E-05,0.398729187,0.13960531,-1.353702011,87.40455394,7,0.029375566,-279.5647844,-0.000950243,-0.002631738,1.001623948,0.996428516,0.00048905,4.87496402,2.888579161,-1.130875674,1.628857908,0,-0.003185624,-319.2133331,0,-0.003132701,1.000020913,0.999847499,3.29E-05,0.353005782,0.177973906,-1.224108515,32.340157,0,0.002589946,-155.1617235,-0.002601635,-0.00386329,1.000004503,0.999984873,2.66E-06,0.869863412,0.090178508,-1.391334678,3.991037575,4,-0.007771648,-13.04581144,-0.006620913,-0.070935355,1.000000002,0.999999975,5.95E-09,0.562326019,2.818627811
2,3,3,3.184,4.488,1.2,1.323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.327341585,4.753196745,4,-0.026554263,-2.285200025,-0.231101186,-0.323193761,1.000003108,0.99998676,2.53E-06,1.009434269,4.328314937
3,3,3,3.663,4.626,1.814,1.605,-0.968555531,-42.90080414,84,-6.58E-31,-3015.733333,-6.63E-05,-0.000265293,1,1,1.01E-33,1.135541015,0,-1.262042474,0.44779871,46,-1.47E-19,-1,0,-1,1,1,2.34E-32,0.118938251,1.40E-13,-0.425841104,67.72618165,0,-0.095706608,-46.82496053,-0.014009178,-0.00755641,1.000763469,0.997797861,0.000360477,9.825036827,3.358511432,,,,,,,,,,,,,,,,,,,,,,,,,-0.627701006,4.037812386,4,0.001126245,-2.530520214,-0.165467027,-0.312760883,1.000000027,0.999999877,2.38E-08,0.283797943,2.927877989
4,3,3,3.879,1.162,1.856,2.204,-0.349184052,-22.6420158,9,-0.004306317,-42.29540289,-0.01019033,-0.013729408,1.000024025,0.999933289,1.07E-05,2.616336633,1.425058005,-1.142674646,2.717406571,1,-0.004858229,-1,0,-1,1.000000001,0.999540525,0.000114908,0.473106348,0.181805197,-1.021590368,68.66257273,1,-3.65E-31,-68.06365963,-0.004950542,-0.00983828,1,1,1.42E-33,4.375025509,3.74E-12,-1.173911752,3.47927385,1,-0.00957557,-269.4936695,0,-0.003710662,1.000315579,0.998490446,0.000298881,0.580944111,0.333751153,-0.802016354,31.94336796,0,-0.000558766,-52.89845899,-0.007617674,-0.011459407,1.000000094,0.999999682,5.62E-08,0.916852951,0.017766408,,,,,,,,,,,,
5,3,2,2.983,4.404,2.047,2.003,-1.374276574,-38.30018438,9,0.002735643,-159.6832596,-0.002275571,-0.004004996,1.001451297,0.99800488,0.000136736,14.79674221,2.689651311,-1.184658675,1.496840645,0,-0.006229829,-1,0,-1,1.000000001,0.999504108,0.000124019,0.414828084,0.206800791,-1.241435871,66.91948557,3,0.004699911,-194.6909794,0.000797091,-0.005924016,1.000199867,0.998931111,0.000217451,2.748509054,1.770802057,-1.310138132,3.912337354,3,-1.07E-07,-140.7586849,0,-0.007104357,1,1,4.12E-14,0.493569065,1.75E-05,-1.316357343,31.51483384,1,-1.02E-12,-73.84048265,0.001081742,-0.01459309,1,1,2.87E-23,0.461723854,5.29E-10,,,,,,,,,,,,
6,3,1,2.873,4.558,1.642,1.786,-1.352921272,-32.3331468,85,-0.004380739,-79.40077019,-0.008694282,-0.003968629,1.000044656,0.999906945,1.21E-05,8.960207786,0.763917534,-0.974035822,2.875744866,1,-0.012039865,-1,0,-1,1.000000003,0.99664363,0.000841209,1.124713199,0.580591964,-1.334687964,80.97000927,1,-0.038593463,-42.78945247,-0.015626291,-0.007990768,1.001891066,0.99461489,0.000878363,4.59579721,1.880252847,-1.166528877,4.325318956,1,-0.017189419,-292.3012756,0,-0.003421128,1.001358534,0.992761165,0.001479064,1.472900843,1.014257965,-1.031957352,32.13216747,0,0.000770543,-159.1717523,-0.002485149,-0.003816281,1.000000329,0.999998893,1.94E-07,0.165306541,0.02631412,-1.576135165,4.806946943,6,-0.012705066,-2.23264818,-0.247089244,-0.325728826,1.000002213,0.999990625,1.79E-06,0.834172565,3.587115161
7,3,3,3.087,4.427,2.32,2.211,-1.325382396,-37.79958907,1,2.59E-15,-108.8389369,-0.002341732,-0.006878223,1,1,8.36E-29,3.530754837,1.28E-12,-0.765200963,0.507541806,0,-0.003365317,-1,0,-1,1,0.999884419,2.89E-05,0.197105884,0.117555254,-1.198184493,81.49184568,0,-0.115222274,-64.71063361,-0.007948132,-0.00762556,1.051678519,0.872265145,0.021991394,2.773966503,3.751803794,-1.355059733,2.916268926,0,-0.006612164,-281.7319101,0,-0.003549474,1.000117906,0.999468925,0.00010334,0.577246555,0.223287201,-0.926932464,34.03233905,0,0.000648267,-160.3761394,-0.002459472,-0.003794476,1.000000218,0.999999269,1.28E-07,0.26509821,0.021983194,-1.544953201,4.628937972,4,-0.016547846,-2.404678612,-0.206628446,-0.311040032,1.000000098,0.999999571,8.29E-08,1.04789735,3.924326289
8,3,1,2.907,4.446,2.196,1.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.123509567,4.177036594,2,0.027215858,-524.8332537,0,-0.001905367,1.006578109,0.949646584,0.011402897,0.874763944,2.87172194,-0.803455919,32.23393724,0,0.002275445,-155.6365124,-0.002594104,-0.00385104,1.000003724,0.999987559,2.18E-06,0.981792651,0.085016815,-1.472208646,4.13036161,5,-0.019098195,-2.354783086,-0.216016818,-0.316280445,1.000000559,0.999997601,4.60E-07,0.921469079,2.908816548
9,3,2,2.881,4.306,1.759,1.606,-1.074677217,-35.24666621,8,0.000121552,-286.6552238,-0.000700921,-0.002791497,1.000000326,0.999998969,1.76E-07,4.223003351,0.214865507,-1.413954449,1.140861656,0,-0.001058366,-1,0,-1,1,0.999974965,6.26E-06,0.575607694,0.036836745,-1.1846238,72.76835107,0,-0.080478525,-67.71917969,-0.00729903,-0.007577638,1.096194086,0.782617506,0.039531187,3.03754935,2.830333572,-1.161501876,0.941876653,131,-3.33E-32,-40903.45089,0,-2.44E-05,1,1,6.55E-33,0.199434944,2.80E-13,-1.033582125,32.67296925,2,1.06E-11,-165.5495526,-0.00233622,-0.003721604,1,1,5.90E-23,0.365722497,3.47E-10,,,,,,,,,,,,
10,3,3,3.271,4.536,2.109,1.736,-1.027704705,-43.55843527,6,0.00028981,783.555139,0.004684417,-0.003376528,1.000006075,0.999980567,3.34E-06,5.566557201,1.3232866,-0.687550176,0.115297733,1,-8.68E-05,-1,,-1,1,0.999999869,3.27E-08,0.039445858,0.006742435,-1.343948202,77.63260687,0,2.66E-31,-218.223092,4.05E-05,-0.004622634,1,1,3.57E-34,3.722978542,0,-1.137864907,1.921291409,1,-0.002765828,-232.0139453,0,-0.004310086,1.00003524,0.999925667,9.77E-06,0.301239762,0.16964794,-1.068616622,31.43960181,0,4.91E-05,-134.9793889,-0.00327161,-0.004164074,1.000000002,0.999999993,1.21E-09,0.768665895,0.002699586,-1.398020084,3.691623238,6,0.00315347,-2.205932541,-0.253661631,-0.328570185,1.000002154,0.999990898,1.74E-06,0.5935774,3.087140673
11,3,1,3.59,4.377,2.003,1.605,-1.284893253,-46.95356691,8,0.14113964,-251.6844638,-0.000546732,-0.003430241,1.019398144,0.930643827,0.013334444,6.51249609,14.01745053,-1.193229247,8.153372081,0,-0.017486999,-1,0,-1,1.000000017,0.993409397,0.001655831,1.932359527,0.601963397,-1.050257446,81.1133193,5,0.068966313,-549.7063413,0.000678768,-0.002494538,1.098794683,0.777365387,0.04068502,3.058705,2.611257631,-1.349837853,1.624657072,0,-2.14E-15,-2017.137677,0,-0.000495752,1,1,1.36E-29,0.319305779,3.36E-13,-1.041656809,32.18559256,0,0.001694448,-156.3408038,-0.002567175,-0.003848806,1.000002224,0.999992536,1.31E-06,0.782762286,0.060348058,,,,,,,,,,,,
12,3,2,2.591,4.731,2.204,1.424,-1.412292297,-27.23444455,10,-0.001753771,351.2662711,0.005432974,-0.002558293,1.000050195,0.999912406,9.35E-06,7.219522429,0.747423835,-1.073747295,1.888620972,131,0,-1,0,-1,1,1,8.47E-33,0.572335876,0,-1.094754081,77.05670726,168,0.002950322,-437.2506946,-0.000701892,-0.001587351,1.231011924,0.549834936,0.103091757,2.027338478,0.267274781,-1.087883467,10.39424733,3,-0.003128955,-218.7408277,0,-0.00457162,1.000200874,0.999537351,6.55E-05,1.301623433,0.469561659,-0.560272964,32.32354143,0,0.001930771,-158.1411804,-0.002521433,-0.00382124,1.000007066,0.999976376,4.14E-06,0.698263306,0.069469791,,,,,,,,,,,,
13,3,4,2.425,4.657,1.924,1.744,-1.363122897,-40.16002353,7,-0.004279085,-65.10252236,-0.010364068,-0.005101247,1.000006909,0.999958081,8.75E-06,2.756693963,1.199159476,-0.532663188,0.102779959,3,4.14E-05,-1.002532768,0,-0.997473631,1,0.999999977,5.81E-09,0.004193606,0.003249529,-1.341298572,69.3555132,12,0.012956814,-574.3394729,0.000845183,-0.002581953,1.000011699,0.999965306,5.75E-06,10.99893433,0.685764677,-0.732557092,0.707124084,0,-0.000748215,1338.259294,0,0.000747239,1.00000373,0.999972704,5.89E-06,0.132449226,0.109259599,-1.39846695,31.40822216,0,0.000960919,-155.9067086,-0.002583545,-0.003850379,1.00000059,0.999998017,3.48E-07,0.12586309,0.032600814,,,,,,,,,,,,
14,3,1,3.071,4.548,2.086,1.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.08334276,0.457351138,2,-0.000677247,-226.4738241,0,-0.004415521,1.000001517,0.99999566,7.06E-07,0.070270113,0.040848667,-1.307049162,31.55402993,0,0.000872498,-152.1731606,-0.002704739,-0.003887684,1.000000558,0.999998133,3.27E-07,1.000949371,0.031138375,-1.344004791,4.263130029,4,0.002295637,-5.13154275,-0.077605707,-0.136371492,1.000001542,0.999993394,1.27E-06,0.724571526,3.313210782
16,3,3,3.839,1.162,1.97,2.003,-1.191637254,-38.49525455,5,-0.018707868,-36.38650448,-0.011278472,-0.016572943,1.000391932,0.997901183,0.000427474,11.75101402,3.576515297,-0.69918306,0.26151515,1,9.28E-05,-1.002527371,0,-0.997479,1,0.999999825,4.37E-08,0.194809897,0.007212696,-0.983660421,68.81199489,3,0.010962951,-345.1764913,1.24E-05,-0.002909434,1.000596586,0.998487234,0.000229428,4.398119986,1.765363687,-1.352933413,2.092965635,3,7.43E-07,2332.380724,0,0.000428746,1,1,1.02E-12,0.493735886,0.000582959,-0.936343723,31.71852776,0,0.000683655,-154.6828807,-0.002611343,-0.003873663,1.000000172,0.999999421,1.02E-07,0.83874061,0.023976937,,,,,,,,,,,,
17,3,4,3.238,4.07,1.878,1.736,-1.802453464,-42.87985178,8,-9.28E-05,-71.43910178,-0.007864888,-0.006230364,1.000000044,0.99999984,2.90E-08,23.57003499,0.245488565,-1.174067623,0.116313303,3,-4.98E-06,-1.002589951,0,-0.99741674,1,0.999999992,1.90E-09,0.016172298,0.004545615,-1.062251034,77.21239017,262,3.64E-31,-110.0694311,3.98E-05,-0.009124239,1,1,3.63E-34,3.73493414,0,-1.122222408,0.29815132,0,-0.000155255,-267.9682468,0,-0.003731785,1.000000054,0.999999772,4.34E-08,0.030102692,0.005487351,-1.014068525,28.83113027,0,0.002804261,-156.8593283,-0.002554078,-0.003840617,1.000003561,0.999988058,2.10E-06,0.724874586,0.097519,-1.539080502,4.499456484,5,-0.008719916,-5.299160243,-0.069516051,-0.136363087,1.000000363,0.999998453,2.96E-07,0.83169589,1.841048773
18,3,1,2.371,4.616,1.945,1.519,-1.316267396,-30.45129553,8,0.002795349,1019.737274,-0.000737816,0.001721002,1.000006649,0.999991227,5.31E-07,10.55862088,1.178624829,-0.257613438,0.194757817,0,-0.00033861,-1,0,-1,1,0.99999855,3.62E-07,0.095755201,0.013348532,-1.051006281,73.69488082,1,0.038860064,-187.3981422,-0.002711528,-0.002638977,1.004800628,0.987196137,0.002028413,3.577653526,1.471714684,,,,,,,,,,,,,,,,,,,,,,,,,-1.38599163,4.472580088,4,0.00043382,-2.31300139,-0.224247295,-0.320902786,1.000000597,0.999997472,4.83E-07,0.71241827,2.468185255
19,3,2,4.142,3.697,2.109,5,-1.227324305,-24.27653579,5,-0.001909391,1024.090934,-0.000180441,0.001157335,1.00007676,0.999894131,7.28E-06,7.190796518,1.171332606,-1.048476888,0.22856192,3,6.10E-06,-1,0,-1,1,0.999999997,6.31E-10,0.013128069,0.001375638,-0.944780305,74.00827813,7,-0.005239589,242.9374056,0.003073598,0.001036306,1.000002925,0.999982413,3.67E-06,3.206607176,0.774384537,-1.21998077,2.445114088,0,8.93E-18,113.0314937,0,0.008847092,1,1,3.81E-33,0.426781219,1.07E-14,-1.100961689,31.99210514,0,0.004008883,-155.9777423,-0.002579929,-0.00385105,1.000038259,0.999871518,2.26E-05,0.958104271,0.139795769,,,,,,,,,,,,
20,3,2,3.451,4.72,1.734,2.003,-1.498066246,-24.62593212,131,-2.49E-18,94.51473109,-0.000105971,0.01068861,1,1,1.41E-34,10.81368883,4.75E-12,-1.636646222,0.100821868,2,1.39E-05,-1.002550349,0,-0.997456139,1,0.999999968,7.93E-09,0.03946545,0.005000164,-0.608362082,65.16041211,8,0.014287716,-223.2672971,-0.002317326,-0.002171653,1.001574928,0.995286286,0.000788411,4.205683792,0.727428523,-0.767855989,0.218483787,46,-7.33E-20,-42854.99803,0,-2.33E-05,1,1,9.16E-33,0.01045179,4.66E-14,-0.983470115,30.53906561,0,0.001638024,-146.6272531,-0.002861774,-0.003980948,1.000001487,0.999994978,8.84E-07,0.077784342,0.055205786,,,,,,,,,,,,
21,3,3,3.525,4.536,1.75,1.605,-1.394365348,-29.01012578,8,-0.004923629,-73.83799817,-0.008519026,-0.005110622,1.000048366,0.999938946,3.17E-06,4.844379759,1.313558157,-1.227238747,0.053168654,2,-2.86E-05,-1,0,-1,1,0.999999978,5.57E-09,0.006965168,0.004560088,-1.152018783,80.74617985,3,0.00857371,-46.53943268,-0.011342908,-0.010377131,1.001086011,0.996732486,0.000547159,5.965310124,3.8047343,-1.108206295,3.201293966,3,0.000269972,-424.5199336,0,-0.002355602,1.000001237,0.999998233,1.33E-07,0.189647247,0.031367193,-0.788867525,27.73404575,0,0.001629213,-158.4628031,-0.002508089,-0.00382165,1.000000995,0.999996661,5.86E-07,0.768992843,0.057447336,,,,,,,,,,,,
22,3,3,5,1,2.53,2.211,-1.404234246,-55.33070677,5,0.00295327,1313.88822,0.002331587,-0.001563195,1.000044614,0.999879762,1.89E-05,9.443772107,2.394701854,-1.184399551,2.800467657,0,-0.007598163,-1,0,-1,1.000000002,0.999179855,0.000205162,0.439558279,0.255063821,-1.087035307,84.99665085,4,0.055019608,-385.1251081,0.000330612,-0.002925239,1.07722751,0.809336717,0.035303476,3.23095943,2.229394669,-1.239113206,2.451816524,1,-0.004326999,-309.5652693,0,-0.003230337,1.000047311,0.999717737,5.88E-05,0.430783462,0.142642474,-1.093097234,33.03393445,0,0.002025627,-157.0921203,-0.002545811,-0.003839367,1.000001808,0.999993923,1.07E-06,0.466859023,0.070172203,,,,,,,,,,,,
23,3,1,3.693,4.246,1.997,1.605,-1.07981394,-35.00961947,74,-5.96E-14,74.19836252,0.007691237,0.005697911,1,1,1.88E-27,10.50299132,4.98E-11,-1.441158358,0.121835785,3,1.01E-05,-1.003465896,0,-0.996546075,1,0.999999994,1.44E-09,0.008081348,0.003787174,-1.330652004,73.40018799,10,-0.019858437,-38.9775963,-0.017235735,-0.00871665,1.000229457,0.999219044,0.000137977,5.215827071,0.86845247,-1.075971517,0.581109465,1,-0.000282428,-267.189215,0,-0.003742666,1.000000245,0.999999163,1.48E-07,0.198324973,0.011597289,-1.068681781,30.78295271,0,0.002476241,-158.599715,-0.002498747,-0.003825492,1.000004091,0.999986282,2.41E-06,0.825430421,0.086254662,,,,,,,,,,,,
24,3,4,4.759,1.162,1.97,2.211,-1.247870492,-28.46515849,6,-0.177065397,-230.745187,-0.008003838,0.003729627,1.010759182,0.963301891,0.006715411,7.025331554,27.05799979,-1.326218041,0.371498477,3,0.00067542,-1.002533099,0,-0.997473301,1,0.999986803,3.30E-06,0.148509495,0.059467768,-1.049627973,82.66780585,7,-0.12260367,-58.84548487,-0.009175092,-0.007963454,1.003272694,0.99091278,0.001467488,4.583521656,4.260467063,-1.16690885,0.495157972,1,0.000723134,-13107.21363,0,-7.63E-05,1.000007056,0.999979262,3.42E-06,0.097751602,0.102580663,-0.579644905,33.00191402,0,0.000252431,-149.7120988,-0.002797305,-0.00390395,1.000000041,0.999999859,2.49E-08,0.15585827,0.009050599,,,,,,,,,,,,
25,3,3,2.544,4.928,1.657,1.37,-1.512598326,-44.28407255,7,-0.000457776,-72.59255536,-0.013036394,-0.00075877,1.0000002,0.99999968,3.00E-08,14.88548252,0.214545926,-1.092735174,0.187077252,2,3.25E-05,-1.00253145,0,-0.997474942,1,0.999999979,5.13E-09,0.015698204,0.00337458,-1.309703178,84.65046912,6,0.044935258,-313.4416349,-0.000648782,-0.002544901,1.002972666,0.99172216,0.001337785,4.336179901,2.184914301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,3,1,2.63,4.536,1,1.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,3,2,2.705,4.642,1.615,1.605,-1.470105045,-43.82567754,0,8.79E-18,3452.469164,5.15E-05,0.000238116,1,1,6.44E-34,5.758819882,1.06E-11,0.689280047,0.096637305,2,6.00E-07,-1.002564437,0,-0.997442123,1,1,5.76E-12,0.032487379,9.81E-05,-1.296989221,76.01483732,0,0.274868029,-198.3966711,-0.002463002,-0.002590132,1.012252588,0.969026993,0.004843909,5.566213085,8.980209845,-0.783125387,2.091767983,1,-0.003432987,-267.0544686,0,-0.003744554,1.000021394,0.999863193,2.89E-05,0.544946742,0.102469179,-1.287618189,30.11262855,0,0.001838131,-156.2628807,-0.00256423,-0.003854949,1.000005667,0.99998092,3.35E-06,0.917290885,0.063567225,,,,,,,,,,,,
28,3,4,3.548,4.597,2.108,1.736,-0.995012325,-36.15483686,0,-1.03E-20,98.94321387,0.009807347,0.000293671,1,1,6.56E-34,1.512408395,7.00E-12,-1.058631293,0.237585971,1,-1.47E-19,-1,0,-1,1,1,2.43E-32,0.045145892,9.33E-14,-1.160510412,67.51765719,0,-5.36E-31,-109.9104478,2.65E-05,-0.009124359,1,1,3.99E-34,6.392955322,0,-1.112459901,1.623491372,0,-0.002261387,-287.3764867,0,-0.003479756,1.000013394,0.999944037,1.06E-05,0.352685952,0.074475966,-1.063866652,30.20887179,0,0.000753348,-158.0708635,-0.002513712,-0.003831768,1.000000301,0.999998991,1.77E-07,0.309559438,0.026121188,-1.636465446,4.275064114,4,-0.008369581,-2.182139508,-0.267556516,-0.324612183,1.000004196,0.999982132,3.42E-06,0.877689953,2.607601526
29,3,4,3.502,4.558,1.686,2.003,-0.593262449,-41.80836105,7,-0.07933544,-70.66203197,-0.010748283,-0.003477821,1.032094274,0.947473943,0.005620253,2.22663547,15.59496677,-1.409040656,0.840583593,1,-0.00402269,-1,0,-1,1,0.999823701,4.41E-05,0.449528281,0.147464402,-1.161734311,72.24387384,7,0.013608484,963.6774676,0.000958347,7.92E-05,1.002457964,0.951499391,0.011953971,3.503273325,1.844798198,-1.151933457,1.544112185,2,-0.008369622,-293.2036576,0,-0.003410599,1.000067628,0.999424971,0.000126908,0.337153062,0.301562134,-0.895904944,32.01188848,0,0.001075343,-151.1390114,-0.002726832,-0.003910852,1.000000497,0.999998332,2.93E-07,0.763123506,0.037359936,-1.602602873,3.951462034,5,-0.002004136,-2.247327169,-0.243761964,-0.324040836,1.000001234,0.999994786,9.95E-07,0.997082774,4.483301618
30,3,4,2.969,4.48,2.112,2.003,-0.942028104,-35.52577759,6,-0.00024591,415.947465,0.004396589,-0.001975051,1.00000106,0.999997376,3.91E-07,15.27798097,0.718414673,-1.693765396,0.213421672,3,5.69E-05,-1.002546613,0,-0.997459855,1,0.999999955,1.12E-08,0.046997064,0.003035462,-1.209324087,73.59878387,4,-0.041209243,-37.33371305,-0.018322085,-0.008780813,1.001247482,0.996461277,0.000574903,5.747592223,2.465752667,-0.643195237,1.009311912,1,-0.001303491,-304.6373098,0,-0.003282592,1.000005834,0.999982017,3.04E-06,0.412921106,0.051592508,-0.968202698,32.34549298,0,0.0026134,-157.2872299,-0.002536948,-0.00384027,1.00000321,0.999989224,1.89E-06,0.9921029,0.09147446,-1.467067389,3.721848119,5,-0.020399681,-2.290362296,-0.230211887,-0.322455297,1.000001851,0.999992165,1.50E-06,0.589330418,3.342782753
31,3,2,2.327,5,1.44,1.208,-1.548962058,-48.28700882,7,-0.000698601,-72.32078479,-0.00493627,-0.008979047,1.000015643,0.999921253,1.58E-05,18.02576477,1.349344792,-0.481492355,0.69903573,3,-8.92E-07,-1.002514411,0,-0.997491895,1,1,9.52E-11,0.370426596,0.00100068,-0.626197535,77.37635764,5,-0.011469008,-58.48647849,-0.010738533,-0.006497797,1.002924076,0.988755005,0.0021016,3.088589172,0.770641563,-1.178521522,4.329922247,1,-0.020326085,1161.345032,0,0.000861071,1.001638068,0.987035829,0.00286117,0.77538587,1.827363,-0.061812303,31.87339437,0,0.006242165,-157.3458097,-0.002542875,-0.00383198,1.000060913,0.999795166,3.60E-05,0.577729663,0.21756062,-1.471610917,4.785488177,5,-0.02905352,-2.462852009,-0.180257892,-0.316800028,1.000000022,0.999999905,1.83E-08,0.994859721,5.09034665
32,3,4,3.501,4.157,1.97,2.003,-1.347939334,-25.08423245,9,-0.005388464,-84.0841116,-0.009149089,-0.002794597,1.000178124,0.999769906,1.30E-05,12.54669066,4.869496777,-1.064208587,0.161486281,2,-0.000150514,-1,0,-1,1,0.999999727,6.82E-08,0.025285216,0.00565409,-0.949846758,62.08166197,0,0.043206413,-351.303433,-0.000236399,-0.002611376,1.010958144,0.971917639,0.004415374,4.318865493,1.512521881,-1.334583116,0.430958969,43,-1.47E-19,22223.92227,0,4.50E-05,1,1,2.36E-35,0.041534702,1.40E-13,-1.122141007,30.3489815,0,-0.000252809,-53.00045301,-0.007706231,-0.011334578,1.000000036,0.999999879,2.12E-08,0.074009958,0.008665903,,,,,,,,,,,,
